,address,checkins,city,country,created,icon,latitude,longitude,pid,title,type,updated,data_time
3864,Спартаковская 17К45,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.772993,37.676529,3865,Пицца и паста,3,1331118245.0,2010-08-02 13:41:18
3866,Краснопресненская наб. 12,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.75528,37.556638,3867,Ю-Ден,3,1418817228.0,2010-08-02 13:41:18
3868,Хорошевское ш. 23а,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.776725,37.5289,3869,Этажерка,3,1355299991.0,2010-08-02 13:41:18
3869,Вишневая 13,18,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.834871,37.447013,3870,Эрмитаж,3,1480189907.0,2010-08-02 13:41:18
3870,Неглинная 4,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.760114,37.621498,3871,Эноки,3,,2010-08-02 13:41:18
3871,Садовая-Кудринская 7К1,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.761335,37.585678,3872,Hediard,3,1350415037.0,2010-08-02 13:41:18
3886,Арбат 9К1,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.751477,37.598111,3887,Увага,3,1395928184.0,2010-08-02 13:41:18
3887,Ниж.Радищевская 10К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.742438,37.652149,3888,Уголок Востока,3,,2010-08-02 13:41:18
3889,Остоженка 27К2,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.739058,37.597131,3890,Жеральдин,3,1470573660.0,2010-08-02 13:41:18
3898,Шмитовский пр. 3,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.758336,37.555773,3899,Золотой Остап,3,1381328870.0,2010-08-02 13:41:18
3899,Уссурийская 1К1,19,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.823752,37.80956,3900,Мамайка,3,1420477556.0,2010-08-02 13:41:18
3905,Б.Ордынка 21К9,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.741363,37.625711,3906,Биржа,3,1398432079.0,2010-08-02 13:41:18
3909,Б.Лубянка 13К16,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.764111,37.628905,3910,Аль-Андалуз,3,1344632774.0,2010-08-02 13:41:18
3920,Б.Трехгорный пер. 11,10,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.760788,37.564311,3921,Сны тропической ракушки,3,1412607569.0,2010-08-02 13:41:18
3927,Б.Ордынка 13К9,44,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.743071,37.626124,3928,Mi Piace,3,1474054109.0,2010-08-02 13:41:18
3930,Полярная 12а,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.875572,37.639294,3931,Белая Русь,3,1397197507.0,2010-08-02 13:41:18
3932,Смоленская 5,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.747692,37.581712,3933,Есенин,3,1424864301.0,2010-08-02 13:41:18
3933,Краснопресненская наб. 14,17,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.752171,37.545599,3934,У Петровича,3,1454645616.0,2010-08-02 13:41:18
3934,Брюсов пер. 2К14,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.758103,37.606397,3935,У башмачника,3,1428783610.0,2010-08-02 13:41:18
3935,Комсомольский просп. 28,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.727062,37.579656,3936,Суши.Ру,3,1369340899.0,2010-08-02 13:41:18
3936,Мантулинская 10К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.756619,37.554848,3937,Берег реки,3,1343512451.0,2010-08-02 13:41:18
3938,Косыгина 15,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.7055,37.56434,3939,Ceул,3,1484676891.0,2010-08-02 13:41:18
3939,М.Дмитровка 6,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.767727,37.606789,3940,Утесоф,3,1352062515.0,2010-08-02 13:41:18
3940,Николоямская 26,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.746988,37.654337,3941,Ocean Dream,3,1401864858.0,2010-08-02 13:41:18
3941,Романов пер. 4К4,12,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.754729,37.608958,3942,Papillion,3,1400503219.0,2010-08-02 13:41:18
3942,Лесная 15,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.779494,37.589177,3943,Red & White,3,1450038121.0,2010-08-02 13:41:18
3943,Алабяна 7,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.80185,37.508104,3944,Сам Ам Бери,3,1342359391.0,2010-08-02 13:41:18
3955,Садовая-Спасская 19К1,8,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.769585,37.647423,3956,Golden State,3,1436655541.0,2010-08-02 13:41:18
3956,Никольская 25,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.759091,37.624881,3957,Суши весла,3,1323948565.0,2010-08-02 13:41:18
3958,Покровский б-р 16К4а,51,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.754086,37.6471,3959,Дача на Покровке,3,1476896545.0,2010-08-02 13:41:18
3963,просп. Вернадского ,12,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.683818,37.519248,3964,Кофе Хауз,3,1481442787.0,2010-08-02 13:41:18
3971,Русаковская 27,49,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.787204,37.676601,3972,Колбасофф,3,1485108228.0,2010-08-02 13:41:18
3972,Варварка 14,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.752616,37.632125,3973,Купец,3,1383913828.0,2010-08-02 13:41:18
3973,Солянский пр. 3,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.754314,37.636496,3974,Крем,3,,2010-08-02 13:41:18
3975,Путевой пр. 34Ка,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.876516,37.571489,3976,Марья,3,1379092465.0,2010-08-02 13:41:18
3976,Садовническая 54К5,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.743299,37.6383,3977,Мулан,3,1341593574.0,2010-08-02 13:41:18
3977,Домодедовская 15,24,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.608643,37.710198,3978,Мрав,3,1487268617.0,2010-08-02 13:41:18
3985,Кутузовский просп. 2К1,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.751477,37.565646,3986,Атлантик,3,1355333514.0,2010-08-02 13:41:18
3986,Космонавтов 15,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.821735,37.660242,3987,Шорио,3,1483913523.0,2010-08-02 13:41:18
3990,Крымский вал 9,53,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.731404,37.603406,3991,Чайхона №1,3,1487098688.0,2010-08-02 13:41:18
3993,Миклухо-Маклая 21К1,21,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.651262,37.507205,3994,Beirut,3,1462374983.0,2010-08-02 13:41:18
3998,2-я Фрунзенская 2,11,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.722233,37.58473,3999,Рубенс,3,1427218589.0,2010-08-02 13:41:18
4000,Кутузовский просп. 4К2,86,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.750621,37.562367,4001,Pinocchio,3,1487247516.0,2010-08-02 13:41:18
4007,Кудринская пл. 1,9,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.759501,37.58107,4008,Кружка,3,1412348814.0,2010-08-02 13:41:18
4009,Б.Ордынка 20,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.7415,37.624512,4010,Славянский базар,3,1408184566.0,2010-08-02 13:41:18
4011,Б.Никитская 22К2,120,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.757151,37.602513,4012,Квартира 44,3,1487880613.0,2010-08-02 13:41:18
4044,М.Дмитровка 11,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.768876,37.60526,4045,Applebar,3,,2010-08-02 13:41:18
4056,Велозаводская 6,45,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.712284,37.665,4057,Бенвенуто,3,1451857531.0,2010-08-02 13:41:18
4060,Б.Лубянка 30К1,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.766106,37.631843,4061,Кружка,3,1308226645.0,2010-08-02 13:41:18
4065,Б.Палашевский пер. 14К7,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.764582,37.600114,4066,Элегант,3,,2010-08-02 13:41:18
4067,Б.Ордынка 7,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.744627,37.624907,4068,Кофешенк,3,1352661920.0,2010-08-02 13:41:18
4068,Ленинградское ш. 63К1,41,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.862222,37.463323,4069,McDonald`s,3,1479099409.0,2010-08-02 13:41:18
4069,Марксистская 38,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.733878,37.666994,4070,Нецкэ,3,1406577669.0,2010-08-02 13:41:18
4070,Никольская 25,13,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.759091,37.624781,4071,Винотека Dissident,3,1469210352.0,2010-08-02 13:41:18
4071,Арбат 32К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.749182,37.589662,4072,Кофейня 32,3,1370285366.0,2010-08-02 13:41:18
4072,Северный б-р 7б,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.867647,37.606281,4073,Толстый и Тонкий,3,1388963710.0,2010-08-02 13:41:18
4077,Дубнинская 30К1,15,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.880687,37.558697,4078,Лафонтен,3,1443434270.0,2010-08-02 13:41:18
4078,Симферопольский б-р 22,72,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.648377,37.604753,4079,Колбасофф,3,1488735730.0,2010-08-02 13:41:18
4079,Пролетарский просп. 15К2,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.643465,37.657781,4080,Академик,3,1338309619.0,2010-08-02 13:41:18
4082,Мичуринский просп. 3К1,20,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.697917,37.494811,4083,Колбасофф,3,1485374366.0,2010-08-02 13:41:18
4086,Арбат 1,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.751824,37.599249,4087,Багеттерия,3,1485616164.0,2010-08-02 13:41:18
4101,1-й Обыденский пер. 9К12,41,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.74295,37.602139,4102,Прованс,3,1488469245.0,2010-08-02 13:41:18
4113,Люблинская 171К1,45,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.647087,37.745618,4114,Биверс,3,1480177264.0,2010-08-02 13:41:18
4119,Рябиновая 47,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.695925,37.42483,4120,М-кафе,3,1382699531.0,2010-08-02 13:41:18
4134,Дмитровское ш. 89,28,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.86375,37.546126,4135,Этаж,3,1460306310.0,2010-08-02 13:41:18
4146,Пятницкое ш. 39,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.855065,37.355446,4147,Сетора,3,1350908794.0,2010-08-02 13:41:18
4147,Рязанский просп. 46К2,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.71731,37.79189,4148,T-Zone,3,1423326657.0,2010-08-02 13:41:18
4149,Рождественка 5К7,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.760889,37.623299,4150,Салат-бар Манхеттан,3,1391928791.0,2010-08-02 13:41:18
4150,Б.Златоустинский пер. 7К1,94,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.758686,37.632718,4151,Бурбон Стрит,3,1481801792.0,2010-08-02 13:41:18
4152,Никитский б-р 8а,18,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.753939,37.601582,4153,Домжур,3,1485343854.0,2010-08-02 13:41:18
4171,Н.Арбат 19К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.751918,37.587851,4172,А-клуб,3,1306434931.0,2010-08-02 13:41:18
4173,Юности 3,8,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.730228,37.816486,4174,Сливки-оливки,3,1377087453.0,2010-08-02 13:41:18
4183,Люблинская 165,21,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.65049,37.745947,4184,Шоколадница,3,1486101305.0,2010-08-02 13:41:18
4184,Садовая-Кудринская 32К1,25,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.765443,37.590821,4185,Шоколадница,3,1457282675.0,2010-08-02 13:41:18
4185,Зеленый просп. 24,75,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.750474,37.789896,4186,Шоколадница,3,1486902452.0,2010-08-02 13:41:18
4186,Профсоюзная 19,72,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.678458,37.564248,4187,Шоколадница,3,1483954149.0,2010-08-02 13:41:18
4189,Маросейка 3К13,70,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.75747,37.631954,4190,Шоколадница,3,1488996054.0,2010-08-02 13:41:18
4192,1-й Щипковский пер. 2,22,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.72198,37.632763,4193,Сандык,3,1481999121.0,2010-08-02 13:41:18
4194,Б. 27 К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.747388,37.645489,4195,Шоколадница,3,1353174992.0,2010-08-02 13:41:18
4195,Авиационная 17,19,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.80994,37.476752,4196,Загородный,3,1484473802.0,2010-08-02 13:41:18
4196,Кастанаевская 54К3,6,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.735621,37.467778,4197,Золотая антилопа,3,1406101508.0,2010-08-02 13:41:18
4198,Марксистская 34К8,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.735003,37.665264,4199,Синяя река,3,,2010-08-02 13:41:18
4202,Шереметьевская 34,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.802057,37.615857,4203,Jolly Dog Pub,3,1485115832.0,2010-08-02 13:41:18
4203,просп. Вернадского 105К1,21,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.662344,37.485834,4204,Ichiban Boshi,3,1458756275.0,2010-08-02 13:41:18
4205,Шлюзовая наб. 6К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.7311,37.647275,4206,Стефан-бар,3,1314368531.0,2010-08-02 13:41:18
4208,Кржижановского 15К3,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.679803,37.571992,4209,Fantana,3,1454169050.0,2010-08-02 13:41:18
4209,Измайловское ш. 71а,9,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.789512,37.752544,4210,Черная пантера,3,1436960337.0,2010-08-02 13:41:18
4210,Восточная 7,10,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.714673,37.660054,4211,Фаина,3,1450544750.0,2010-08-02 13:41:18
4221,Стромынка 6,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.791253,37.687336,4222,Бакинский дворик,3,1374748646.0,2010-08-02 13:41:18
4222,Верхоянская 9К9,43,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.856103,37.667321,4223,Локо-парк,3,1462566607.0,2010-08-02 13:41:18
4223,Звенигородское ш. 4К1,6,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.764217,37.55911,4224,Bierdorf,3,1476344568.0,2010-08-02 13:41:18
4224,Булатниковская 5К4,21,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.578951,37.650918,4225,Бирюса,3,1479546884.0,2010-08-02 13:41:18
4225,Минская 11,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.739701,37.481603,4226,Бегония,3,1423506825.0,2010-08-02 13:41:18
4226,Смоленская 8,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.749734,37.583382,4227,Белград,3,1396507691.0,2010-08-02 13:41:18
4228,Смольная 35К2,10,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.860767,37.480939,4229,Борщев,3,1416389106.0,2010-08-02 13:41:18
4229,Неглинная 4,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.760064,37.621448,4230,Неглинка,3,1483738428.0,2010-08-02 13:41:18
4233, ,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.753559,37.609218,4234,Суши-Ы,3,,2010-08-02 13:41:18
4273,Смоленская 3,18,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.747363,37.581496,4274,Il Patio,3,1461499270.0,2010-08-02 13:41:18
4274,1-я Тверская-Ямская 2К1,110,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.770104,37.596823,4275,Il Patio,3,1488454807.0,2010-08-02 13:41:18
4276,Академика Королева 8а,54,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.822266,37.623151,4277,Il Patio,3,1483445016.0,2010-08-02 13:41:18
4283,Днепропетровская 2б,47,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.621846,37.607574,4284,Япоша,3,1485028900.0,2010-08-02 13:41:18
4284,Покровка 26К2,25,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.759724,37.649705,4285,Япоша,3,1424186296.0,2010-08-02 13:41:18
4285,просп. Маршала Жукова 60,41,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.778208,37.461391,4286,Япоша,3,1465211225.0,2010-08-02 13:41:18
4286,просп. Мира 74,86,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.789542,37.635224,4287,Япоша,3,1485977319.0,2010-08-02 13:41:18
4289,Б.Строченовский пер. 7,21,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.729088,37.630876,4290,Laff Cafe,3,1486247259.0,2010-08-02 13:41:18
4294,Тверская 12К2,134,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.763781,37.607457,4295,Этаж Рrojekt,3,1465217448.0,2010-08-02 13:41:18
4332,66-й км МКАД ,26,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.814758,37.390538,4333,Casa Mia,3,1476443508.0,2010-08-02 13:41:18
4336,Комсомольский просп. 28,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.733553,37.593997,4337,1-2-3 кафе,3,1341413663.0,2010-08-02 13:41:18
4337,Складочная 1К41,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.801015,37.596399,4338,120 стульев,3,,2010-08-02 13:41:18
4355,Воздвиженка 5К25,11,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.752445,37.607296,4356,Муар,3,1453193659.0,2010-08-02 13:41:18
4373,64-й км МКАД ,10,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.796031,37.37862,4374,Золотой Будда,3,1487433541.0,2010-08-02 13:41:18
4375,Маросейка 2К15,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.756619,37.632489,4376,Охота,3,1391532134.0,2010-08-02 13:41:18
4376,Ленинский просп. 37,17,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.710714,37.586217,4377,Итальянский сад,3,1440188109.0,2010-08-02 13:41:18
4377,Натагинская наб. 10,29,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.682275,37.640785,4378,Иверия,3,1488998835.0,2010-08-02 13:41:18
4378,Б.Дровяной пер. 21К12,30,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.74635,37.658095,4379,Mediterranee,3,1488063228.0,2010-08-02 13:41:18
4379,Н.Арбат 13,109,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.752029,37.593772,4380,Шоколадница,3,1485438081.0,2010-08-02 13:41:18
4380,Садовая-Черногрязская К1,29,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.768304,37.650963,4381,Шоколадница,3,1459176436.0,2010-08-02 13:41:18
4381,Мясницкая 38,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.766131,37.640206,4382,За пивом,3,,2010-08-02 13:41:18
4386,Халтуринская 11К2,17,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.801754,37.725685,4387,Форсаж,3,1479619963.0,2010-08-02 13:41:18
4388,Сущевская 13К15,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.781534,37.601102,4389,Фишка-2,3,,2010-08-02 13:41:18
4389,Б.Волоколамский пр. 16,24,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.801571,37.493829,4390,Усадьба банная,3,1488622977.0,2010-08-02 13:41:18
4407,Кутузовский просп. 33К1,15,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.741282,37.540191,4408,Piazza de Spagna,3,1454155783.0,2010-08-02 13:41:18
4416,Новослободская 67,10,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.789036,37.59109,4417,Шрайбикус,3,1401293053.0,2010-08-02 13:41:18
4417,Шереметьево-2 ,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.753559,37.609218,4418,Don Pepe,3,1284575275.0,2010-08-02 13:41:18
4426,Садовническая 76К1,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.738667,37.64118,4427,Острова,3,1407516924.0,2010-08-02 13:41:18
4430,Санникова 17К2,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.862954,37.598771,4431,Земля Санникова,3,1472057384.0,2010-08-02 13:41:18
4431,Каланчевская 15а,63,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.77233,37.651834,4432,Золотой дракон,3,1488991721.0,2010-08-02 13:41:18
4432,Б.Семеновская 11,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.783175,37.702513,4433,Золотой ананас,3,1483185116.0,2010-08-02 13:41:18
4433,24-й км Рублево-Успенского ш. ,17,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.594763,37.736999,4434,Золотой купол,3,1431271824.0,2010-08-02 13:41:18
4434,Садовая-Спасская 21,12,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.769859,37.648861,4435,Каменный цветок,3,1487286470.0,2010-08-02 13:41:18
4435,Бутакова 4,1,155,1,1280742078,https://vk.com/images/places/restaraunt.png,55.888735,37.444224,4436,Киваяки,3,1368439557.0,2010-08-02 13:41:18
4436,Балаклавский просп. 5а,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.640528,37.608221,4437,Елки-палки,3,1478814221.0,2010-08-02 13:41:18
4437,Ср.Тишинский пер. 5К7,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.769803,37.576609,4438,Вуду Лонж,3,1401714563.0,2010-08-02 13:41:18
4438,Краснопресненская наб. 14а,8,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.749917,37.546965,4439,Гарем,3,1401795589.0,2010-08-02 13:41:18
4439,Сретенка 1К1,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.766592,37.630697,4440,Гейша,3,1353088485.0,2010-08-02 13:41:18
4440,Сколковское ш. 21К32,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.708947,37.405911,4441,Гертруда,3,1372498552.0,2010-08-02 13:41:18
4441,Щипок 16,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.724626,37.633158,4442,Гранд Виктория,3,1444768763.0,2010-08-02 13:41:18
4442,Комсомольский просп. 7К1,8,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.730958,37.592177,4443,Гурия,3,1461401528.0,2010-08-02 13:41:18
4443,Николоямская 28К60,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.746856,37.654587,4444,Гуси-лебеди,3,1378437200.0,2010-08-02 13:41:18
4444,Павловская 6,28,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.719551,37.626717,4445,Дуров,3,1477925498.0,2010-08-02 13:41:18
4445,Профсоюзная 13К12,17,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.680575,37.566503,4446,Da Cicco,3,1482923701.0,2010-08-02 13:41:18
4446,Милютинский пер. 19К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.765605,37.632224,4447,Дворянская усадьба,3,1371156704.0,2010-08-02 13:41:18
4447,Широкая 24б,12,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.886695,37.672864,4448,Дуплет,3,1439923570.0,2010-08-02 13:41:18
4450,М.Афанасьевский пер. 14К2,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.750712,37.597536,4451,Буффет,3,1413661712.0,2010-08-02 13:41:18
4459,Трифоновская 24,9,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.788095,37.618695,4460,Красная мельница,3,1434189303.0,2010-08-02 13:41:18
4460,Страстной б-р 6,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.765726,37.608634,4461,Маэстро,3,1355774901.0,2010-08-02 13:41:18
4461,Моховая 15К1,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.756974,37.613939,4462,Московский,3,1381424497.0,2010-08-02 13:41:18
4471,Докукина 10К12,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.839668,37.6524,4472,Замок 10/12,3,1345076531.0,2010-08-02 13:41:18
4472,Грузинский Вал 28К1,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.774567,37.58173,4473,Ростик`с,3,1406920604.0,2010-08-02 13:41:18
4473,просп. Мира ,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.810493,37.637688,4474,Зодиак,3,1462977864.0,2010-08-02 13:41:18
4476,Ленинградское ш. 9К1,17,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.816166,37.499018,4477,Золотая кофейня,3,1439812996.0,2010-08-02 13:41:18
4477,Авиамоторная 33,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.756665,37.716603,4478,Синичка,3,1406624719.0,2010-08-02 13:41:18
4478,Энергетический пр. 3а,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.757399,37.708248,4479,Сиреневый туман,3,1481136934.0,2010-08-02 13:41:18
4480,Толбухина 10а,33,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.720885,37.401806,4481,Сетунь,3,1488560135.0,2010-08-02 13:41:18
4483,Гарибальди 23,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.671425,37.55413,4484,Планета суши,3,1438436267.0,2010-08-02 13:41:18
4484,Новаторов 16К1,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.667254,37.524669,4485,Пещера,3,1481200862.0,2010-08-02 13:41:18
4485,Банный пер. 3,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.786384,37.636576,4486,Да Чикко,3,1488989493.0,2010-08-02 13:41:18
4486,Черниговский пер. 9К2,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.743497,37.625972,4487,Офицерское собрание,3,1482590928.0,2010-08-02 13:41:18
4487,Новокосинская 11К2,21,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.73441,37.853012,4488,Паладин,3,1473531288.0,2010-08-02 13:41:18
4488,Ленинградский просп. 5К1,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.779489,37.577256,4489,Пальмира,3,1486138644.0,2010-08-02 13:41:18
4489,Красина 7К1,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.767008,37.588319,4490,Воск,3,1342616819.0,2010-08-02 13:41:18
4490,Первомайская 8,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.782496,37.757566,4491,Ода,3,1443458645.0,2010-08-02 13:41:18
4492,Пресненский вал 14К1,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.766339,37.566354,4493,Бирландия,3,1347606376.0,2010-08-02 13:41:18
